label,message,,,
ham,"I love D way u r, plz dont chnge! Send dis 2 evry1 u lyk, evn me if u lyk me. If u get bak,3=u r a gud frnd, 4=sum1 luvs u 5+= sum1 is prayin God 2 marry u.
",,,
ham,"In life if you dont adore or appreciate anything you will be filled with negativity n so a person can fall into depression. . Good morning. . Jai sri ram :-)
",,,
ham,"irl kises a boy on face and boy gets mark of lipstick Girl-oh sorry U get a mark on ur face Boy-Kuch achha karne se agar dag lagte hai to daag achhe hai
",,,
spam,"OTE NOW in the Avaya GlobalConnect Customer Responsiveness Award poll. Log onto www.avayaglobalconnect.com/readerspoll2010.asp to vote for ICICI Pru Life
",,,
spam,"Harry Potter...,How is Harry Potter & the Prisoner of Azkaban, the 3rd part in the Harry Potter series, different from all other Harry Potter movies?
1) Dragons die
2) Prisoners escape
3) No one gets killed
^1/ 2/ 3
Reply for FREE within 24 hours to get a fun fact you can use in party conversation!",,,
spam,"Winter stocks Just Arrived @ The Arcade, Kazi road . Get a Scarf Free on purchase of Rs.1795 or more .",,,
spam,"ootball-Barclays Premier League: Chelsea v West Bromwich Albion. Venue- Stamford Bridge. Time-10:00 PM IST. You have been charged Rs.3 for todays match
",,,
spam,"Nakkalon Se Savdhan Asli SMSKi PehchanHamara Har SMSAnokha Naya Orapki Mang KMutabiq hota haiPurane,  Ghise, Pite,  Or BazariSMS Se Parhez Kijiye,  aap ZyadaBore Ho ToHamare No. Pe Rs.100 ka Recharge KarK 500 Asli SMS OrRs.1000 ka recharge Karwa K3 SaMONU;Dr. SahabMera Acident Ho Gaya Hai, KyaAapko Tanke Lagane Aate Hai_?DR.;Ji, BataiyeKaha Lagane HaiMONU;YeLo JiChappal Pe Laga Do.
",,,
ham,"I kno ur busy wid crucial matters. Bt plz do tell me wot hapnd weneva u get d chance. Been controlling myself all day. Tc.
",,,
spam,"Weight Loss 15 kg in 3 Months by NATURAL JUICE at your Home.Pure Herbal No Side effects.100% Result with Money Back.Just for Rs.1999/-Call 9873326844/9818543250
",,,
ham,"i didn't like getting cut mid convo and not being able to talk to you.
",,,
spam,"Residential Plot @ Rs.330/sqft,  Villa @ Rs.12lac,  Flats @ Rs.18lac. Gated Amenities. Contact:080 40593333,  9620873563 and 9035353999. www.nbrdevelopers.com",,,
spam,"N to 54999
",,,
ham,"ikkumpal@gmail.com
",,,
spam,"ZIG TECH & other new Shoes for men and women.New Range of Track suits,  Sweaters & sweatshirts @ Reebok Store , The Arcade,  Kazi road.",,,
spam,pl check s s c for CISF SI ON WWW SSCONLINE NIC IN ,,,
ham,"I never expect other to remember me..!  But i always drop my messag into their inbox to say i love to remember them... :-) ..nd dat my msgs r FREE ;-):-D
",,,
ham,"If you succeed in tricking someone, never think he is a Fool, Realise its because he trusted you much more than you deserved.
",,,
ham,"If a drop of water falls in a lake, it has no identity but if falls on a leaf of lotus, it shines apart. So choose the correct place where u can shine.
",,,
spam,"Think Big!,Looking for a unique career path? Choose the relevant one for   
yourself.
1) Writer
2) Hair Stylist
3) Voice Artiste
4) Documentary Filmmaker
5) Flair Bartender
^1/2/3/4/5
All your replies to Blyk on Aircel are free.",,,
spam,"Rate revisng soon. Supertech presnts 2nd phase of *CAPE TOWN* at Sec74, Noida *2/3/4 bhk flat@29 lac onwrds *Adjoining 100 acres park Call-9891215530",,,
spam,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @home service with 33% Disc. : 09222201004
",,,
spam,"WHATS YOUR NUMBER contest is bck, Now Get15Grams SiverCoin on 1case & Get Silver+Titan WristWatch on 2Cases, Also U hv chance 2 win GOLD COIN - via WAY2SMS.COM
",,,
spam,Retail shop Rs 21.5Lac,,,
spam,"Luxurious 2/3BHK apartments in BANNERGHATTA ROAD, Close to Meenakshi temple @30 lakhs onwards with all amenities.Limited availability.Call Now Agni 1800102-2224
",,,
spam,"On this Valentine do something different. Sms Valentine to 54000. Dont have any VALENTINE?sms DOSTF for girls. DOSTM for males to 54000.
",,,
ham,"i wish you would've told me sooner that you're not going home. i could've gone to sleep earlier. anyways, gn tc.
",,,
ham,"If the path is beautiful, first confirm where it leads But if the destination is beautiful don't bother how the path is.... Keep walking....:) 
",,,
ham,"Why a person with a broken heart does not need General Knowledge ?????????? cz 'Jab Dil hi toot gaya, toh  'G.K'  kya karenge!! 
",,,
ham,"If u busy rgt nw v cn talk latr
",,,
ham,"I hv tkn d dinr wat abt u?
",,,
spam,"Price revising soon!! Agni Property Recommends Spaze Privy The Address in Sec-93, Gurgaon@28 Lac onwards. 2/3/4 BHK Apts available.To Book Call 9212255555 Now!",,,
spam,PL UPDATE: AT HALF-TIME: Aston Villa 2 West Ham 0; Blackburn 1 Everton 0; Bolton 0 Fulham 0; Sunderland 1 Birmingham 0; Blackpool 3 Wigan 0; Wolves 2 Stoke 0,,,
ham,"In Life there are 5 things u shud never lose...... +ve Attitude...Heart...Hope...Self respct...and...Well u know the sender's name
",,,
spam,Play UNLIMITED GAMES on your mobile for Rs5 ONLY! Click now!! http://203.115.112.5/vodafonegc/?source=wp_all Surfing Charges @10p/10kb,,,
spam,"Participate in the Citizen Connect Initiative on www.lavasafuturecities.indiatimes.com and stand a chance to win a free trip to Zurich,  Switzerland and Lavasa.",,,
spam,"White , coffee , Khakhi , Red , Aqua in Crocband + Much awaited New DESIGNS Just Arrived @The Arcade , Kazi road , gangtok
",,,
spam,"MEGA MINUTES OFFER! Now Recharge with Rs99 & get 375 local minutes FREE for 15 days. Dial *122*099# to activate now!
",,,
ham,"I was sleeping |  ,o_,__,, |==========| Oh! I forgot      o> | ,/(,__,, |=========| To say you       o_,       G00D |   /(,__,  NIGHT..   SWEET DRMS. 
",,,
spam,"Paras *Tierea City* at Yamuna Xpressway.. Residential Plots 13.5 lacs onwrds.. Near Racing Track/night safari.. Sms IT to 54999 www.investrsclinc.in
",,,
spam,"RBI hikes Repo,  Reverse Repo rates by 25 bps each to 6.5% & 5.5%. Inflation forecast revised to 7% vs 5.5%. For more log on www.moneycontrol.com",,,
ham,"If money doesnt grow on trees then why do banks have branches?Why does a round pizza come in a square box? Why doesnt glue stick to its bottle ?Why do Life means:A winter evening, Four friends, Mild Rain, Four cups of tea..Life means:Hundred bucks of petrol, Two rusty old bikes, And an open road..you still call it building when its already built ?If its true that we are here to help others what are others here for .If u arnt supposed to drink anLife means:Maggi nodles, A hostel room, 3.25 a.m..Life means:1 Prep leave, 1 night, 1 book, 8 dufers..Life means:3 old friends, 3 separate cities,d drive why do bars have parking lots. We are funny bunch of people living in a seriously funny world......  3 cofe mugs, n 1 internet mesenger..Life means:1 girl, 1 number, 4 friends, n a fight..Life means:Friends...Nothing else..  
",,,
spam,"M3M has launched Cosmopolitan High Street retail & office space. Low maintenance & best location at sec-66 Gurgaon. FOR BOOKING SMS GMR TO 56161
",,,
ham,"In a class lady teacher to students Always use condom to prevent aids. A girl:mam agar apko koi kahe ki kulfi ko lifafe me dalkar chuso to kya apko swad aayega 
",,,
ham,"I vl b cntnung mah intrnshp nly so vl pair wid aastha...hv to tlk to pk abt it abhi...
",,,
spam,"New Year Special,  Full Talktime! Rs444 ke recharge par Rs444 ka Full Talktime. Talktime aseemit samay ke liye manya. Offer sirf 31-Dec-10 tak manya.
",,,
spam,"Luxurious 2/3 BHK lifestyle Apts at sec 137 Noida.Primelocation on Ex-Way 5 min from Metro, with all amenties, Possn in 30 mths-26 lac onwards. Sms bop to 53030",,,
ham,"I wish God made me a SMS, so that I can reach u in 5 sec, Cost u nothing, u'll read me & I cud C U smiling which is worth millions 
",,,
spam,"Open MDA Residential<Govt>plot schame NH-24 on delhi highway plot area 112-300sqm @Rs-5000/sqm(4 year instolment) call for all inq-09899830880,9711993099
",,,
spam,reat News! TICKET TO THAILAND -Extended till 27-2-10 with 6.50Lac Alredy qualfiars will get 3moere gift if they do 3Lac b/w 22th-28thFeb'10-Sent 4rm 160by2.co,,,
spam,"MS par 80% ki bachat! Doston ko bhejein picture message Re1/MMS mein. Settings ke liye bhejein MMS aur free MMS ke liye MM 54321(Muft) pe. Offer 29-Jan-10 tak
",,,
spam,"Wellness Profile -health checkup from Thyrocare: Covers heart, thyroid, kidney, liver, diabetes & more. 63 Wellness Tests @33% off & home service Call: 09222201004
",,,
spam,"Original Booking On 150 Mtr Wide Dwarka Expway By best builders, Ramprastha, Satya, Landmark, Rahejas PLOTS In Prime Sectors, Gurgaon.Call for Best deal:9999506020
",,,
spam,"Rocking Offer.. Launching Soon. Get Inaugural discount of Rs.250/-on Premium Resi Project@Sec-112, Gurgaon Dwarka Xprsway. sms RH to 54999. www.rexhome.in",,,
ham,"If you can't find the right words 4 a certain situation, just give dat person a hug. Words have the potential to confuse, but hugs never lie....
",,,
spam,"Our Stock In News Call : Mcleod Russel Earns Intraday Profit of Rs 32, 780. To Subscribe Our Equity Or F&O Advisory Service visit www.StockInNews.com",,,
spam,Rs. 15000/ se Rs. 30000/ income kar sakte hain har Mahine Aap HI-TECH se MOBILE/LAPTOP Repairing ka Course Karke. Puri Jankari ke Liye Call kare 9212-433-433,,,
spam,RIVER VIEW VILLAS & LUXURIUS 1/2/3 BHK APPARTTS WID WORLD CLASS AMMENITIES IN HERITAGE AREA OF NORTH GOA.READY TO MOVE IN. SMS BIL TO 54545 WWW.BULLIONLTD.COM,,,
spam,"Not satisfied with ur existing bulk sms provider. Buy SMS service as low as 2 paisa/sms from SMSC visit www.SmscGateway.in - Resellers Invited.
",,,
ham,"I dnt knw if i am imprtnt in ur lyf or nt Bt yes,i jst hope wen i'll b dead,u wil cum little nearer 2 my coffin,wid tears in eyes n say slowly.UTH JAA NA YAAR hai na?
",,,
ham,"In Life there are 5 things U should never lose.+ve AttitudeTrustHopeSelf respect&Well ab aur kya bataon, U know the senders name..gud mrng,-)
",,,
spam,Request timed out. Code=934 Tid=020003436559,,,
ham,"Idiot when are you  coming?
",,,
ham,"If you re going through hell, keep going.
",,,
ham,"i can't believ uv left ur cell fone switchd off in such a situation aka my labtests tom. cmon!!! n btw, did u actualy hit stuti so hard tht she started bleeding from her forehead? oh god tanmay, u kno ur nt suposd to hit girls. hope ur taking care. my lab exams r b/w 11-12 and 3-5. be good. :*
",,,
ham,"In The End We Only Regret The Chances We Didnt Take. The Relationships We Were Scared To Have And The Decisions We Waited Too Long To Make. There Comes A Time In Your Life When You Realise Who Matters, Who Doesnt,  Who Never Did  And  Who Always Will,  So Dont Worry About The People From Your Past Theres A Reason They Didnt Make It To Your Future. So Only Send This To The People In Your Life Who Matter...  I Just Did..!! 
",,,
spam,"Mera naam hai Divya,  mujhe party me jana,  dance karna acha lagta hai. Kya aap mujhse dosti karoge? Dial 5512111.Rs2/min
",,,
ham,"if you get some free time, please put free messages in your phone.
",,,
spam,Party hard with buddies! Catch pals on their Birthdays & turn the world upside down.For Bday alerts SMS BD <Your Name><Bdate> to 5676755.Ex: BD Ria 12-Apr-1983,,,
spam,"Now Get*SAUNA SLIM BELT(Rs650)&*VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)*Reduce FAT(5 inch)+Free SLIM.TEA PH:9311304872/9268250573
",,,
spam,"Now get Instant CASH against ur Gold jewellery is safe & secure @ lowest Interest rates.SMS 'GL' to 5676712. T&C Aply. HDFC Bank
",,,
spam,"Your number has won 700,000 in coca-cola 2011.To receive   your Award send your Name, Address and number to  Mr.Gordon on Email: cocacolaprize56@yahoo.com
",,,
ham,"in class?
",,,
ham,"Who r BOYS? jo mrne k bad NARK me B khte h.YAMRAJ KI BETI DEKH.PATAKA H YAR.. nWho r GIRLS? who gos 2 heavn n says APSRA KI NAILPOLISH DEKHI HW CHEAP.
",,,
spam,"Chocolate Treat!,",,,
spam,"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%. Loan Against Properties@11.5%.Call on 011-43065228 visit www.mymoneymantra.com.T$C apply.
",,,
ham,"If u Fuck a woman nicely, She'll Luv u for the rest of her life But if u Luv a woman nicely, She will Fuck u for the rest of your life... William Sexfear..! 
",,,
spam,"Relatives Visiting? Take them sight seeing in a comfortable cab.  Call Meru on 44224422 or log on to www.merucabs.com - Meru Cabs,  Delhi",,,
spam,"ONE CALL, GET ALL BEST DEAL PACKERS & MOVERS COURIERS AIR TICKETS CAR HIRE PEST CONTROL etc ALL INFO DNA INFOLINE 011-62222222
",,,
spam,"One call can change your life.Weight loss&gain 5to 25 Kg, No side effects, 100% ayurvedic product with complete MONEY BACK GUARANTEE call-9716677539,9716712665
",,,
ham,"I dont know bout it. But we wont be in same company . No training in same de same city. 
",,,
ham,"Indian railways servers are very busy. Please try after some time.Tip: get mcx spot commodity prices; send HELP MCX to learn more.
",,,
spam,Winter Dhamaka!!Enjoy 2GB Internet for 30 days with Rs98 recharge!Dial *321*69# for Hot model wallpapers & *321*555# for latest bollywood gossip!,,,
spam,"What's In The Picture?,Guess what the museum in the attached picture is for:
1) Flower pots
2) Toilets
3) Handicrafts
^1/ 2/ 3
Reply within 24 hrs to know the buzz.
",,,
ham,"I know..radio pe suna tha! I M SCREWED BIG TYM..magnetism is HUGE !! Shit man!
",,,
ham,"Who can stop 500 cars with one hand..??      . . . . . . . . . Its the Traffic Police..!! Beta sab kuch RAJNIKANTH nhi krega! :D 
",,,
spam,"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10",,,
spam,"Open an Account with Federal Bank for FREE unlimited transactions on any Banks ATM. Have a wonderful banking experience. Call 18004251199 for more details
",,,
ham,"I didn't hav balance yesterday tats wy cant able to msg 
",,,
spam,"Super IN!,70% of you say that Converse shoes are IN & only 30% of you say it is OUT
In or Out, but they sure do look great & are comfy to wear.
Missed it for the first time around? Vote again! What do you think, are converse shoes IN or OUT?
^In/Out",,,
ham,"If a CAT crosses ur way,when u are going some where,then wat does itmean????????It means tht th Cat is also goin smewhre-via WAY2SMS.COM
",,,
spam,our Member ID for www.natursanhealth.com is NH2413 and New Password is 110001. Please Login at http://www.natursanhealth.com and change your password,,,
spam,"Music! 4 CallerTunes,  MobileRadio,  3 ringtones,  streaming music& a chance to attend live concerts at just Rs 25/mth. To subscribe dial 51234600 tollfree
",,,
spam,"UnHate,Benetton has launched the 'UnHate' campaign with sworn enemies in lip-lock. Here's one with Barack Obama & Chinese president Hu Jintao.  What do you think?
^ Cool / Uncool
All replies to Blyk on Aircel are FREE",,,
spam,"Or. Booking *Mapsko Royale Ville* Sec82, NH8 GGN-1790/2300 sqft 3/4BHK+Servant@2990/sqft Avail inaugral disc Booking amt-4/5lac SMS KR to 56767 9911116942
",,,
spam,"Noida Commercial Wave Sec-18  Silver @ 11500/- PSF  Gold @ 12500/- PSF,  Logix Sec-124 @ 8200/- PSF For Best Deal Call 9711131802 /3
",,,
spam,"Most advanced MBA wid International Diploma, English Skills &Laptop from UEI. Common Entrance Test on Sep 4 in 9 cities.Avail Scholarships.SMS MBA to 09971928051
",,,
spam,"njoy Happy Family Holidays with Club Mahindra! Sign up&amp; Get FREE 32 inch Panasonic LCD TV + 7 days internatnl holiday. Cal 9717902621 or sms HOLIDAY to 5454
",,,
ham,"If swiming is a gud xercise 2 stay fit, y r whales fat? Y is dat evry1 wants 2 go 2 heven bt nobdy wantz 2 die? Shal i say dat der is racial discrimnat4 sardaro ne mil ke petrol pump khola. 1 bhi customer nai aaya .. Kyun..?  petrol pump was on 1st floor.. Chal ek aur Fir charo ne usi floor pe restn in chess as white piece is movd 1st? In our cuntry, v hav fredom for speech,den y telefon bills? If mony dosn't grow as trees den y do banks hav branuarent khola. 1 bhi customer nahi..  Kyu..? petrol pump ka board nai hataya.. Chal ek aur Fir charo ne 1 taxi li. 1 bhi sawari nahi.  Kyu..? 2 schs? Y does a round piza cum in a square box? Y dsn't glu stik 2 its bottle? Y do u stil cal it building wen its already built? If its tru dat v r heardar aage and 2 piche baith ke sawari dhund rahe the.. Chal ek aur Taxi kharab ho gayi.  Charo ne khub dhakka lagaya. but taxi wahi ki wahi. Kyu..? re 2 help others, for wat r othrs here 4? If u arn't supos 2 drink n driv y do bars hav parkin lots? V r funny ppl livin in a seriously funny world!.. 2 aage se and 2 piche se dhakka de rahe the.. Chal ek aur Fir charo ne 1 bachhe ko kidnap kiya. Bachhe ko kaha ghar ja apne baap se 5 lac rs le ke aa.THINK HATKE;) warna tujhe maar denge. Bachha ghar gaya aur uske papa ne paise de bhi diye. Kyu..? bachhe ka bap bhi sardar tha...! 
",,,
